Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Bill Garner\garnebi01,1968,1968,C,6-10,220,June 17 1940,University of Portland
Chris Garner\garnech01,1998,2001,G,5-10,156,February 2 1975,Memphis
Bill Garnett\garnebi02,1983,1986,F,6-9,225,April 22 1960,Wyoming
Kevin Garnett\garneke01,1996,2016,F-C,6-11,240,May 19 1976,
Marlon Garnett\garnema01,1999,1999,G,6-2,186,July 3 1975,Santa Clara
Billy Garrett\garrebi01,2019,2019,G,6-6,213,October 16 1994,DePaul
Calvin Garrett\garreca01,1981,1984,F,6-7,190,July 11 1956,Austin Peay State University Oral Roberts
Dean Garrett\garrede01,1997,2002,C,6-10,225,November 27 1966,Indiana
Diante Garrett\garredi02,2013,2014,G,6-4,190,November 3 1988,Iowa State
Dick Garrett\garredi01,1970,1974,G,6-3,185,January 31 1947,Southern Illinois
Rowland Garrett\garrero01,1973,1977,F,6-6,210,July 16 1950,Florida State
Tom Garrick\garrito01,1989,1992,G,6-2,185,July 7 1966,Rhode Island
John Garris\garrijo01,1984,1984,F,6-8,205,June 6 1959,Michigan Boston College
Kiwane Garris\garriki01,1998,2000,G,6-2,183,September 24 1974,Illinois
Pat Garrity\garripa01,1999,2008,F,6-9,238,August 23 1976,Notre Dame
Jim Garvin\garviji01,1974,1974,F,6-7,200,February 5 1950,Boston University
Marc Gasol\gasolma01,2009,2020,C,6-11,255,January 29 1985,
Pau Gasol\gasolpa01,2002,2019,F-C,7-1,250,July 6 1980,
Frank Gates\gatesfr01,1950,1950,G,6-0,160,April 12 1920,Sam Houston State University
Chris Gatling\gatlich01,1992,2002,F-C,6-10,220,September 3 1967,Old Dominion
Kenny Gattison\gattike01,1987,1996,F-C,6-8,225,May 23 1964,Old Dominion
Rudy Gay\gayru01,2007,2020,F,6-8,230,August 17 1986,UConn
Ed Gayda\gaydaed01,1951,1951,G-F,6-4,210,May 16 1927,Washington State
Andrew Gaze\gazean01,1994,1999,G,6-7,205,July 24 1965,Seton Hall
Michael Gbinije\gbinimi01,2017,2017,G,6-7,200,June 5 1992,Duke Syracuse
Reggie Geary\gearyre01,1997,1998,G,6-2,187,August 31 1973,Arizona
Alonzo Gee\geeal01,2010,2017,G,6-6,225,May 29 1987,Alabama
Matt Geiger\geigema01,1993,2002,C,7-0,243,September 10 1969,Auburn Georgia Tech
Mickaël Gelabale\gelabmi01,2007,2013,F,6-7,215,May 22 1983,
Devean George\georgde01,2000,2010,G-F,6-8,220,August 29 1977,Augsburg College
Jack George\georgja01,1954,1961,G,6-2,190,November 13 1928,La Salle
Paul George\georgpa01,2011,2020,F,6-8,220,May 2 1990,Fresno State
Tate George\georgta01,1991,1995,G,6-5,190,May 29 1968,UConn
Marcus Georges-Hunt\georgma01,2017,2018,G,6-5,216,March 28 1994,Georgia Tech
Gus Gerard\gerargu01,1975,1981,F-G,6-8,200,July 27 1953,Virginia
Derrick Gervin\gervide01,1990,1991,F,6-8,200,March 28 1963,University of Texas at San Antonio
George Gervin\gervige01,1973,1986,G-F,6-7,180,April 27 1952,Eastern Michigan
Gorham Getchell\getchgo01,1947,1947,C,6-4,205,August 14 1920,Temple
John Gianelli\gianejo01,1973,1980,C-F,6-10,220,June 10 1950,University of the Pacific
Dick Gibbs\gibbsdi01,1972,1976,F-G,6-5,210,December 20 1948,Texas-El Paso
Daniel Gibson\gibsoda01,2007,2013,G,6-2,190,February 27 1986,Texas
Dee Gibson\gibsode01,1950,1950,F-G,5-11,175,August 25 1923,Western Kentucky
Hoot Gibson\gibsoho01,1950,1950,F-C,6-5,198,December 5 1921,Creighton
Jonathan Gibson\gibsojo01,2017,2018,G,6-2,185,November 8 1987,New Mexico State
Mel Gibson\gibsome01,1964,1964,G,6-3,180,December 30 1940,Western Carolina University
Mike Gibson\gibsomi01,1984,1986,F,6-10,205,October 27 1960,USC Upstate
Taj Gibson\gibsota01,2010,2020,F,6-9,225,June 24 1985,USC
J.R. Giddens\giddejr01,2009,2010,G,6-5,215,February 13 1985,Kansas New Mexico
Trey Gilder\gildetr01,2010,2010,F,6-9,185,January 24 1985,McNeese State University Northwestern State University
Harry Giles\gilesha01,2019,2020,F-C,6-11,240,April 22 1998,Duke
Shai Gilgeous-Alexander\gilgesh01,2019,2020,G,6-5,181,July 12 1998,Kentucky
Eddie Gill\gilled01,2001,2009,G,6-0,190,August 16 1978,Weber State
Kendall Gill\gillke01,1991,2005,G,6-5,195,May 25 1968,Illinois
Ben Gillery\gillebe01,1989,1989,C,7-0,235,September 19 1965,Georgetown
Jack Gillespie\gilleja01,1970,1970,F,6-6,215,October 1 1947,Montana State
Armen Gilliam\gilliar01,1988,2000,F-C,6-9,230,May 28 1964,UNLV
Herm Gilliam\gillihe01,1970,1977,G-F,6-3,190,May 5 1946,Purdue
Artis Gilmore\gilmoar01,1972,1988,C,7-2,240,September 21 1949,Gardner-Webb University Jacksonville University
Walt Gilmore\gilmowa01,1971,1971,F,6-6,225,February 27 1947,Fort Valley State University
Chuck Gilmur\gilmuch01,1947,1951,F-C,6-4,225,August 13 1922,Washington
Manu Ginóbili\ginobma01,2003,2018,G,6-6,205,July 28 1977,
Gordan Giriček\giricgo01,2003,2008,G-F,6-6,210,June 20 1977,
Jack Givens\givenja01,1979,1980,F-G,6-5,205,September 21 1956,Kentucky
Mickell Gladness\gladnmi01,2012,2012,C,6-11,220,July 26 1986,Alabama A&M University
George Glamack\glamage01,1949,1949,C-F,6-6,225,June 7 1918,UNC
Gerald Glass\glassge01,1991,1996,G-F,6-5,221,November 12 1967,Delta State University Ole Miss
Mike Glenn\glennmi01,1978,1987,G,6-2,175,September 10 1955,Southern Illinois
Normie Glick\glickno01,1950,1950,F,6-7,190,November 10 1927,Loyola Marymount University
Georgi Glouchkov\gloucge01,1986,1986,F,6-8,235,January 10 1960,
Clarence Glover\glovecl01,1972,1972,F,6-8,210,November 1 1947,Western Kentucky
Dion Glover\glovedi01,2000,2005,G,6-5,228,October 22 1978,Georgia Tech
Andreas Glyniadakis\glynian01,2007,2007,C,7-1,280,August 21 1981,
Mike Gminski\gminsmi01,1981,1994,C,6-11,250,August 3 1959,Duke
Rudy Gobert\goberru01,2014,2020,C,7-1,245,June 26 1992,
Dan Godfread\godfrda01,1991,1992,C,6-10,250,June 14 1967,University of Evansville
Tom Gola\golato01,1956,1966,G-F,6-6,205,January 13 1933,La Salle
Ben Goldfaden\goldfbe01,1947,1947,F,6-1,185,September 6 1913,George Washington
Anthony Goldwire\goldwan01,1996,2006,G,6-1,182,September 6 1971,Houston
Ryan Gomes\gomesry01,2006,2014,F,6-7,250,September 1 1982,Providence
Glen Gondrezick\gondrgl01,1978,1983,F-G,6-6,218,August 30 1955,UNLV
Grant Gondrezick\gondrgr01,1987,1989,G,6-5,205,January 19 1963,Pepperdine
Drew Gooden\goodedr01,2003,2016,F,6-10,250,September 24 1981,Kansas
Gail Goodrich\goodrga01,1966,1979,G,6-1,170,April 23 1943,UCLA
Steve Goodrich\goodrst01,2001,2002,F,6-10,220,March 18 1976,Princeton
Archie Goodwin\goodwar01,2014,2017,G,6-5,200,August 17 1994,Kentucky
Brandon Goodwin\goodwbr01,2019,2020,G,6-0,180,October 2 1995,Central Florida Florida Gulf Coast
Pop Goodwin\goodwpo01,1947,1948,F-C,6-2,203,December 22 1920,
Aaron Gordon\gordoaa01,2015,2020,F,6-8,220,September 16 1995,Arizona
Ben Gordon\gordobe01,2005,2015,G,6-3,200,April 4 1983,UConn
Drew Gordon\gordodr01,2015,2015,F,6-9,245,July 12 1990,UCLA New Mexico
Eric Gordon\gordoer01,2009,2020,G,6-3,215,December 25 1988,Indiana
Lancaster Gordon\gordola01,1985,1988,G,6-3,185,June 24 1962,Louisville
Paul Gordon\gordopa01,1950,1950,F,6-3,185,April 8 1927,Notre Dame
Marcin Gortat\gortama01,2008,2019,C-F,6-11,240,February 17 1984,
Leo Gottlieb\gottlle01,1947,1948,G,5-11,180,November 28 1920,
Andrew Goudelock\goudean01,2012,2016,G,6-3,200,December 7 1988,College of Charleston
Gerald Govan\govange01,1968,1976,F-C,6-10,220,January 2 1942,Saint Mary of the Plains College
Bato Govedarica\govedba01,1954,1954,G,5-11,185,April 17 1928,DePaul
Joe Graboski\grabojo01,1949,1962,F-C,6-7,195,January 15 1930,
Ricky Grace\graceri01,1994,1994,G,6-1,180,August 20 1967,Midland College Oklahoma
Calvin Graham\grahaca01,1968,1968,G,6-2,195,June 7 1944,Gannon University
Devonte' Graham\grahade01,2019,2020,G,6-1,185,February 22 1995,Kansas
Greg Graham\grahagr01,1994,1998,G,6-4,174,November 26 1970,Indiana
Joey Graham\grahajo01,2006,2011,F,6-7,225,June 11 1982,Central Florida Oklahoma State
Mal Graham\grahama01,1968,1969,G,6-1,185,February 23 1945,NYU
Orlando Graham\grahaor01,1989,1989,F,6-8,220,May 5 1965,West Texas A&M University Auburn University at Montgomery
Paul Graham\grahapa01,1992,1994,F-G,6-6,200,November 28 1967,Ohio University
Stephen Graham\grahast01,2006,2011,G,6-6,215,June 11 1982,Central Florida Oklahoma State
Treveon Graham\grahatr01,2017,2020,G,6-5,223,October 28 1993,Virginia Commonwealth
Jim Grandholm\grandji01,1991,1991,F-C,7-0,235,October 4 1960,Florida South Florida
Ron Grandison\grandro01,1989,1996,F,6-6,215,July 9 1964,University of California Irvine New Orleans
Danny Granger\grangda01,2006,2015,F,6-9,222,April 20 1983,Bradley New Mexico
Stewart Granger\grangst01,1984,1987,G,6-3,190,October 27 1961,Villanova
Brian Grant\grantbr01,1995,2006,F,6-9,254,March 5 1972,Xavier
Bud Grant\grantbu01,1950,1951,F,6-3,195,May 20 1927,Minnesota
Gary Grant\grantga01,1989,2001,G,6-3,185,April 21 1965,Michigan
Greg Grant\grantgr01,1990,1996,G,5-7,140,August 29 1966,Trenton State University
Harvey Grant\grantha01,1989,1999,F,6-8,195,July 4 1965,Clemson Oklahoma
Horace Grant\grantho01,1988,2004,F-C,6-10,215,July 4 1965,Clemson
Jerami Grant\grantje01,2015,2020,F,6-8,214,March 12 1994,Syracuse
Jerian Grant\grantje02,2016,2019,G,6-4,205,October 9 1992,Notre Dame
Josh Grant\grantjo01,1994,1994,F,6-9,223,August 7 1967,Utah
Paul Grant\grantpa01,1999,2004,C,7-0,245,January 6 1974,Boston College Wisconsin
Travis Grant\granttr01,1973,1976,F,6-7,215,January 1 1950,Kentucky State University
Donte Grantham\grantdo01,2019,2019,F,6-8,215,March 19 1995,Clemson
Don Grate\gratedo01,1950,1950,F-G,6-2,185,August 27 1923,Ohio State
Butch Graves\gravebu01,1985,1985,G,6-3,200,January 5 1962,Yale
Aaron Gray\grayaa01,2008,2014,C,7-0,270,December 7 1984,Pitt
Devin Gray\grayde01,1997,2000,F,6-7,240,May 31 1972,Clemson
Ed Gray\grayed01,1998,1999,G,6-3,210,September 27 1975,Tennessee California
Evric Gray\grayev01,1997,1997,F,6-7,235,December 13 1969,UNLV
Gary Gray\grayga01,1968,1968,G,6-1,185,February 23 1945,Oklahoma City University
Josh Gray\grayjo01,2018,2020,G,6-0,180,September 9 1993,LSU
Leonard Gray\grayle01,1975,1977,F,6-8,240,December 19 1951,Cal State Long Beach
Stuart Gray\grayst01,1985,1991,C-F,7-0,235,May 27 1963,UCLA
Sylvester Gray\graysy01,1989,1989,F,6-6,230,July 8 1967,Memphis
Wyndol Gray\graywy01,1947,1948,G-F,6-1,175,March 20 1922,Harvard University
Jeff Grayer\grayeje01,1989,1998,F-G,6-5,200,December 17 1965,Iowa State
Bob Greacen\greacbo01,1970,1972,F,6-7,206,September 15 1947,Rutgers University
A.C. Green\greenac01,1986,2001,F-C,6-9,220,October 4 1963,Oregon State
Danny Green\greenda02,2010,2020,G-F,6-6,215,June 22 1987,UNC
Devin Green\greende01,2006,2006,G,6-7,210,October 25 1982,Hampton
Draymond Green\greendr01,2013,2020,F,6-6,230,March 4 1990,Michigan State
Erick Green\greener01,2015,2016,G,6-4,185,May 9 1991,Virginia Tech
Gerald Green\greenge01,2006,2019,G-F,6-6,205,January 26 1986,
JaMychal Green\greenja01,2015,2020,F,6-8,227,June 21 1990,Alabama
Javonte Green\greenja02,2020,2020,F,6-4,220,July 23 1993,Radford
Jeff Green\greenje02,2008,2020,F,6-8,235,August 28 1986,Georgetown
Johnny Green\greenjo01,1960,1973,F-C,6-5,200,December 8 1933,Michigan State
Ken Green\greenke01,1986,1986,F,6-8,215,September 19 1959,University of Texas-Pan American
Kenny Green\greenke02,1986,1987,F,6-6,210,October 11 1964,Wake Forest
Lamar Green\greenla01,1970,1975,F-C,6-7,210,March 22 1947,Morehead State University
Litterial Green\greenli01,1993,1999,G,6-1,185,March 7 1970,Georgia
Luther Green\greenlu01,1970,1973,F,6-7,190,November 13 1946,Long Island University
Mike Green\greenmi01,1974,1980,C-F,6-10,200,August 6 1951,Louisiana Tech
Rickey Green\greenri01,1978,1992,G,6-0,170,August 18 1954,Michigan
Sean Green\greense01,1992,1994,G-F,6-5,210,February 2 1970,NC State Iona College
Si Green\greensi01,1957,1966,G-F,6-2,185,August 20 1933,Duquesne
Sidney Green\greensi02,1984,1993,F-C,6-9,220,January 4 1961,UNLV
Steve Green\greenst01,1976,1979,F,6-7,220,October 4 1953,Indiana
Taurean Green\greenta01,2008,2008,G,6-0,177,November 28 1986,Florida
Tommie Green\greento01,1979,1979,G,6-2,185,April 8 1956,Southern University and A&M College
Willie Green\greenwi01,2004,2015,G,6-4,200,July 28 1981,Detroit Mercy
Donté Greene\greendo01,2009,2012,F,6-11,226,February 21 1988,Syracuse
Orien Greene\greenor01,2006,2011,G,6-4,208,February 4 1982,Florida LA-Lafayette
Jerry Greenspan\greenje01,1964,1965,F,6-5,195,November 22 1941,Maryland
Dave Greenwood\greenda01,1980,1991,F-C,6-9,222,May 27 1957,UCLA
Hal Greer\greerha01,1959,1973,G-F,6-2,175,June 26 1936,Marshall
Lynn Greer\greerly01,2007,2007,G,6-2,175,October 23 1979,Temple
Gary Gregor\gregoga01,1969,1974,F-C,6-7,225,August 13 1945,South Carolina
Claude Gregory\gregocl01,1986,1988,F,6-8,205,December 26 1958,Wisconsin
John Greig\greigjo01,1983,1983,F,6-7,215,April 28 1961,Oregon
Norm Grekin\grekino01,1954,1954,F,6-5,180,June 22 1930,La Salle
Kevin Grevey\greveke01,1976,1985,G-F,6-5,210,May 12 1953,Kentucky
Dennis Grey\greyde01,1969,1970,C-F,6-8,215,August 26 1947,California Western Uiversity
Adrian Griffin\griffad01,2000,2008,G-F,6-5,217,July 4 1974,Seton Hall
Blake Griffin\griffbl01,2011,2020,F,6-9,250,March 16 1989,Oklahoma
Eddie Griffin\griffed01,2002,2007,F-C,6-10,220,May 30 1982,Seton Hall
Greg Griffin\griffgr01,1978,1978,F,6-7,190,September 6 1952,Idaho State University
Paul Griffin\griffpa01,1977,1983,F-C,6-9,205,January 20 1954,Western Michigan
Taylor Griffin\griffta01,2010,2010,F,6-7,238,April 18 1986,Oklahoma
Darrell Griffith\griffda01,1981,1991,G,6-4,190,June 16 1958,Louisville
Chuck Grigsby\grigsch01,1955,1955,G,6-5,190,August 15 1928,Dayton
Derek Grimm\grimmde01,1998,1998,F,6-9,230,August 3 1974,Missouri
Woody Grimshaw\grimswo01,1947,1947,G,6-1,185,September 24 1919,Brown University
Dick Groat\groatdi01,1953,1953,G,5-11,180,November 4 1930,Duke
Bob Gross\grossbo01,1976,1983,F-G,6-6,200,August 3 1953,Seattle University Cal State Long Beach
Mike Grosso\grossmi01,1972,1972,C,6-9,230,September 7 1947,Louisville
Jerry Grote\groteje01,1965,1965,G,6-4,215,December 28 1940,Loyola Marymount University
Alex Groza\grozaal01,1950,1951,C,6-7,218,October 7 1926,Kentucky
Dick Grubar\grubadi01,1970,1970,G,6-4,184,July 26 1947,UNC
Anthony Grundy\grundan01,2006,2006,G,6-3,180,April 15 1979,NC State
Ernie Grunfeld\grunfer01,1978,1986,G-F,6-6,210,April 24 1955,Tennessee
Gene Guarilia\guarige01,1960,1963,F,6-5,220,September 13 1937,George Washington
Marko Guduric\gudurma01,2020,2020,G,6-6,201,March 8 1995,
Richie Guerin\gueriri01,1957,1970,G,6-4,195,May 29 1932,Iona College
Tom Gugliotta\guglito01,1993,2005,F,6-10,240,December 19 1969,NC State
Andrés Guibert\guibean01,1994,1995,F-C,6-10,225,October 28 1968,
Jay Guidinger\guidija01,1993,1994,C,6-10,255,August 18 1969,University of Minnesota Duluth
Coulby Gunther\gunthco01,1947,1949,F,6-4,190,February 5 1923,Boston College
Dave Gunther\gunthda01,1963,1963,F,6-7,190,July 22 1937,Iowa
Al Guokas\guokaal01,1950,1950,F-G,6-5,200,August 7 1925,Saint Joseph's
Matt Guokas\guokama01,1947,1947,F,6-3,195,November 11 1915,Saint Joseph's
Matt Guokas\guokama02,1967,1976,G-F,6-5,175,February 25 1944,Saint Joseph's
Jorge Gutiérrez\gutiejo01,2014,2016,G,6-3,191,December 27 1988,California
A.J. Guyton\guytoaj01,2001,2003,G,6-1,180,February 12 1978,Indiana
Pétur Guðmundsson\gudmupe01,1982,1989,C,7-2,260,October 30 1958,Washington
