Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Mel Bennett\benneme01,1976,1982,F,6-7,200,January 4 1955,Pitt
Spider Bennett\bennesp01,1969,1969,G,6-3,190,August 4 1943,Winston-Salem State University
Tony Bennett\benneto01,1993,1995,G,6-0,175,June 1 1969,Green Bay
Winston Bennett\bennewi01,1990,1992,F,6-7,210,February 9 1965,Kentucky
David Benoit\benoida01,1992,2001,F,6-8,220,May 9 1968,Alabama
Keith Benson\bensoke02,2012,2012,C,6-11,240,August 13 1988,Oakland
Kent Benson\bensoke01,1978,1988,C,6-10,235,December 27 1954,Indiana
Ben Bentil\bentibe01,2017,2017,F,6-9,235,March 29 1995,Providence
Gene Berce\bercege01,1950,1950,G-F,5-11,175,November 22 1926,Marquette
Gary Bergen\bergega01,1957,1957,C,6-8,210,July 16 1932,Utah
Larry Bergh\berghla01,1970,1970,F,6-8,210,April 2 1945,Weber State
Ricky Berry\berryri01,1989,1989,F,6-8,205,October 6 1964,Oregon State San Jose State
Walter Berry\berrywa01,1987,1989,F,6-8,215,May 14 1964,St. John's
Dairis Bertāns\bertada02,2019,2019,G,6-4,200,September 9 1989,
Dāvis Bertāns\bertada01,2017,2020,F,6-10,225,November 12 1992,
Del Beshore\beshode01,1979,1980,G,5-11,165,November 29 1956,California University of Pennslyvania
Travis Best\besttr01,1996,2005,G,5-11,182,July 12 1972,Georgia Tech
Patrick Beverley\beverpa01,2013,2020,G,6-1,185,July 12 1988,Arkansas
Sim Bhullar\bhullsi01,2015,2015,C,7-5,360,December 2 1992,New Mexico State
Wesley Bialosuknia\bialowe01,1968,1968,G,6-2,185,June 8 1945,UConn
Al Bianchi\biancal01,1957,1966,G,6-3,185,March 26 1932,Bowling Green
Hank Biasatti\biasaha01,1947,1947,G,5-11,175,January 14 1922,Long Island University
Henry Bibby\bibbyhe01,1973,1981,G,6-1,185,November 24 1949,UCLA
Mike Bibby\bibbymi01,1999,2012,G,6-1,190,May 13 1978,Arizona
Ed Biedenbach\biedeed01,1969,1969,G,6-1,175,August 12 1945,NC State
Andris Biedriņš\biedran01,2005,2014,C,6-11,240,April 2 1986,
Don Bielke\bielkdo01,1956,1956,C,6-7,240,,Valparaiso
Bob Bigelow\bigelbo01,1976,1979,F-G,6-7,215,December 26 1953,University of Pennsylvania
Lionel Billingy\billili01,1975,1975,F-C,6-9,215,August 31 1952,Duquesne
Chauncey Billups\billuch01,1998,2014,G,6-3,202,September 25 1976,Colorado
Dave Bing\bingda01,1967,1978,G,6-3,180,November 24 1943,Syracuse
Joe Binion\biniojo01,1987,1987,F,6-8,235,March 26 1961,North Carolina A&T
Khem Birch\birchkh01,2018,2020,C-F,6-9,233,September 28 1992,Pitt UNLV
Jabari Bird\birdja01,2018,2018,G,6-6,198,July 3 1994,California
Jerry Bird\birdje01,1959,1959,F,6-6,210,February 2 1935,Kentucky
Larry Bird\birdla01,1980,1992,F,6-9,220,December 7 1956,Indiana State University
Otis Birdsong\birdsot01,1978,1989,G,6-3,190,December 9 1955,Houston
Gale Bishop\bishoga01,1949,1949,F,6-3,195,June 4 1922,Washington State
Goga Bitadze\bitadgo01,2020,2020,C,6-11,245,July 20 1999,
Bismack Biyombo\biyombi01,2012,2020,C-F,6-8,255,August 28 1992,
Nemanja Bjelica\bjeline01,2016,2020,F,6-10,235,May 9 1988,
Uwe Blab\blabuw01,1986,1990,C,7-1,252,March 26 1962,Indiana
Charlie Black\blackch01,1949,1952,F-C,6-5,200,June 15 1921,Kansas
Norman Black\blackno01,1981,1981,G,6-5,185,November 12 1957,Saint Joseph's
Tarik Black\blackta01,2015,2018,C-F,6-9,250,November 22 1991,Memphis Kansas
Tom Black\blackto01,1971,1971,C,6-10,220,July 9 1941,South Dakota State
Rolando Blackman\blackro01,1982,1994,G,6-6,190,February 26 1959,Kansas State
Alex Blackwell\blackal01,1993,1993,F,6-6,250,June 27 1970,Monmouth University
Cory Blackwell\blackco01,1985,1985,F,6-6,210,March 27 1963,Wisconsin
James Blackwell\blackja01,1995,1995,G,6-0,190,February 25 1968,Dartmouth College
Nate Blackwell\blackna01,1988,1988,G,6-4,170,February 15 1965,Temple
DeJuan Blair\blairde01,2010,2016,F-C,6-7,270,April 22 1989,Pitt
Steve Blake\blakest01,2004,2016,G,6-3,172,February 26 1980,Maryland
Antonio Blakeney\blakean01,2018,2019,G,6-4,192,October 4 1996,LSU
Will Blalock\blalowi01,2007,2007,G,6-0,205,September 8 1983,Iowa State
George Blaney\blanege01,1962,1962,G,6-1,175,November 12 1939,Holy Cross
Lance Blanks\blankla01,1991,1993,G,6-4,190,September 9 1966,Virginia Texas
Ricky Blanton\blantri01,1993,1993,F,6-7,215,April 21 1966,LSU
Andray Blatche\blatcan01,2006,2014,F,6-11,235,August 22 1986,
Mookie Blaylock\blaylmo01,1990,2002,G,6-0,180,March 20 1967,Midland College Oklahoma
Eric Bledsoe\bledser01,2011,2020,G,6-1,205,December 9 1989,Kentucky
Leon Blevins\blevile01,1951,1951,G,6-2,160,June 25 1926,Arizona
John Block\blockjo01,1967,1976,F-C,6-9,207,April 16 1944,USC
Mike Bloom\bloommi01,1948,1949,F-C,6-6,190,January 14 1915,Temple
Jaron Blossomgame\blossja01,2019,2019,F,6-8,220,September 16 1993,Clemson
Corie Blount\blounco01,1994,2004,F,6-9,240,January 4 1969,Cincinnati
Mark Blount\blounma01,2001,2009,C,7-0,230,November 30 1975,Pitt
Vander Blue\blueva01,2014,2018,G,6-4,200,July 17 1992,Marquette
Ray Blume\blumera01,1982,1982,G,6-4,185,September 23 1958,Oregon State
Nelson Bobb\bobbne01,1950,1953,G,6-0,170,February 25 1924,Temple
Tony Bobbitt\bobbito01,2005,2005,G,6-4,190,October 22 1979,Cincinnati
Bucky Bockhorn\bockhbu01,1959,1965,G,6-4,200,July 8 1933,Dayton
Tom Boerwinkle\boerwto01,1969,1978,C,7-0,265,August 23 1945,Tennessee
Keith Bogans\boganke01,2004,2014,G-F,6-5,215,May 12 1980,Kentucky
Bogdan Bogdanović\bogdabo01,2018,2020,G,6-6,220,August 18 1992,
Bojan Bogdanović\bogdabo02,2015,2020,G-F,6-8,216,April 18 1989,
Muggsy Bogues\boguemu01,1988,2001,G,5-3,136,January 9 1965,Wake Forest
Andrew Bogut\bogutan01,2006,2019,C,7-0,260,November 28 1984,Utah
Etdrick Bohannon\bohanet01,1998,2001,F,6-9,220,May 29 1973,Arizona Tennessee Auburn University at Montgomery
Manute Bol\bolma01,1986,1995,C,7-7,200,October 16 1962,University of Bridgeport
Jonah Bolden\boldejo01,2019,2020,F,6-8,220,January 2 1996,UCLA
Bill Bolger\bolgebi01,1954,1954,F,6-5,205,August 21 1931,Georgetown
Joel Bolomboy\bolomjo01,2017,2018,F,6-9,235,January 28 1994,Weber State
Doug Bolstorff\bolstdo01,1958,1958,G,6-4,195,October 29 1931,Minnesota
George Bon Salle\bonsage01,1962,1962,F,6-8,220,July 1 1935,Illinois
Phil Bond\bondph01,1978,1978,G,6-2,175,July 27 1954,Louisville
Walter Bond\bondwa01,1993,1995,G,6-5,200,February 1 1969,Minnesota
Jordan Bone\bonejo01,2020,2020,G,6-3,179,November 5 1997,Tennessee
Dexter Boney\boneyde01,1997,1997,G,6-4,185,April 27 1970,UNLV
Isaac Bonga\bongais01,2019,2020,G,6-8,180,November 8 1999,
Ron Bonham\bonharo01,1965,1968,F,6-5,192,May 31 1942,Cincinnati
Anthony Bonner\bonnean01,1991,1996,F,6-8,215,June 8 1968,Saint Louis
Matt Bonner\bonnema01,2005,2016,F,6-10,235,April 5 1980,Florida
Butch Booker\bookebu01,1970,1970,C,6-10,230,July 20 1945,Cheyney University of Pennsylvania
Devin Booker\bookede01,2016,2020,G,6-5,210,October 30 1996,Kentucky
Melvin Booker\bookeme01,1996,1997,G,6-1,185,August 20 1972,Missouri
Trevor Booker\booketr01,2011,2018,F,6-8,228,November 25 1987,Clemson
Josh Boone\boonejo01,2007,2010,F-C,6-10,237,November 21 1984,UConn
Ron Boone\boonero01,1969,1981,G-F,6-2,200,September 6 1946,Idaho State University
Calvin Booth\boothca01,2000,2009,C,6-11,230,May 7 1976,Penn State
Keith Booth\boothke01,1998,1999,F,6-6,226,October 9 1974,Maryland
Bob Boozer\boozebo01,1961,1971,F,6-8,215,April 26 1937,Kansas State
Carlos Boozer\boozeca01,2003,2015,F-C,6-9,258,November 20 1981,Duke
Curtis Borchardt\borchcu01,2004,2005,C,7-0,240,September 13 1980,Stanford
Jake Bornheimer\bornhja01,1949,1950,F-C,6-5,200,June 29 1927,Muhlenberg College
Lazaro Borrell\borrela01,2000,2000,F,6-8,220,September 20 1972,
Ike Borsavage\borsaik01,1951,1951,C-F,6-8,220,July 25 1924,Temple
Vince Boryla\borylvi01,1950,1954,F,6-5,210,March 11 1927,University of Denver
Chris Bosh\boshch01,2004,2016,F-C,6-11,235,March 24 1984,Georgia Tech
Jim Bostic\bostiji01,1978,1978,F,6-7,225,January 28 1953,New Mexico State
Lawrence Boston\bostola01,1980,1980,F,6-8,225,May 18 1956,Maryland
Tom Boswell\bosweto01,1976,1984,F-C,6-9,220,October 2 1953,South Carolina State University South Carolina
Chris Boucher\bouchch01,2018,2020,F,6-9,200,January 11 1993,Oregon
Ruben Boumtje-Boumtje\boumtru01,2002,2004,C,7-0,257,May 20 1978,Georgetown
Don Boven\bovendo01,1950,1953,F-G,6-4,210,March 6 1925,Western Michigan
Cal Bowdler\bowdlca01,2000,2002,F,6-10,245,March 31 1977,Old Dominion
Brian Bowen\bowenbr02,2020,2020,F,6-6,190,October 2 1998,
Bruce Bowen\bowenbr01,1997,2009,F,6-7,185,June 14 1971,California State University Fullerton
Ryan Bowen\bowenry01,2000,2010,F,6-7,215,November 20 1975,Iowa
Tommie Bowens\bowento01,1968,1970,F-C,6-8,220,July 7 1940,Grambling State University
Anthony Bowie\bowiean01,1989,1998,G-F,6-6,190,November 9 1963,Oklahoma
Sam Bowie\bowiesa01,1985,1995,C-F,7-1,235,March 17 1961,Kentucky
Orbie Bowling\bowlior01,1968,1968,C,6-10,215,March 21 1939,Tennessee
Ira Bowman\bowmair01,2000,2002,G,6-5,195,June 11 1973,Providence University of Pennsylvania
Ky Bowman\bowmaky01,2020,2020,G,6-1,181,June 16 1997,Boston College
Nate Bowman\bowmana01,1967,1972,C,6-10,230,March 19 1943,Wichita State
Donnie Boyce\boycedo01,1996,1997,G,6-5,196,September 2 1973,Colorado
Dennis Boyd\boydde01,1979,1979,G,6-1,175,May 21 1954,Detroit Mercy
Freddie Boyd\boydfr01,1973,1978,G,6-2,180,June 13 1950,Oregon State
Ken Boyd\boydke01,1975,1975,F,6-5,195,March 25 1952,Boston University
Earl Boykins\boykiea01,1999,2012,G,5-5,135,June 2 1976,Eastern Michigan
Harry Boykoff\boykoha01,1950,1951,C,6-10,225,July 24 1922,St. John's
Winford Boynes\boynewi01,1979,1981,G-F,6-6,185,May 17 1957,San Francisco
Cedric Bozeman\bozemce01,2007,2007,G,6-6,207,March 7 1983,UCLA
Steve Bracey\bracest01,1973,1975,G,6-1,175,August 1 1950,Tulsa
Craig Brackins\brackcr01,2011,2012,F,6-10,230,October 9 1987,Iowa State
Gary Bradds\braddga01,1965,1971,F,6-8,210,July 26 1942,Ohio State
Alex Bradley\bradlal02,1982,1982,F,6-6,215,October 30 1959,Villanova
Alonzo Bradley\bradlal01,1978,1980,F,6-6,190,October 16 1953,Texas Southern
Avery Bradley\bradlav01,2011,2020,G,6-3,180,November 26 1990,Texas
Bill Bradley\bradlbi02,1968,1968,G,5-11,165,June 16 1941,
Bill Bradley\bradlbi01,1968,1977,F-G,6-5,205,July 28 1943,Princeton
Charles Bradley\bradlch01,1982,1984,G,6-5,215,May 16 1959,Wyoming
Dudley Bradley\bradldu01,1980,1989,G-F,6-6,195,March 19 1957,UNC
Jim Bradley\bradlji01,1974,1976,F,6-8,215,March 16 1952,Northern Illinois
Joe Bradley\bradljo01,1950,1950,G,6-3,175,September 24 1928,Oklahoma State
Michael Bradley\bradlmi01,2002,2006,F-C,6-10,245,April 18 1979,Kentucky Villanova
Shawn Bradley\bradlsh01,1994,2005,C,7-6,235,March 22 1972,BYU
Tony Bradley\bradlto01,2018,2020,F-C,6-10,248,January 8 1998,UNC
Mark Bradtke\bradtma01,1997,1997,C-F,6-10,265,September 27 1968,
Marques Bragg\braggma01,1996,1996,F,6-8,230,March 24 1970,Providence
Torraye Braggs\braggto01,2004,2005,F,6-8,245,May 15 1976,Xavier
A.J. Bramlett\bramlaj01,2000,2000,C,6-10,227,January 10 1977,Arizona
Adrian Branch\brancad01,1987,1990,F-G,6-7,185,November 17 1963,Maryland
Elton Brand\brandel01,2000,2016,F,6-8,275,March 11 1979,Duke
Terrell Brandon\brandte01,1992,2002,G,5-11,180,May 20 1970,Oregon
Bob Brannum\brannbo01,1950,1955,F-C,6-5,215,May 28 1926,Michigan State
Brad Branson\bransbr01,1982,1983,C-F,6-10,220,September 24 1958,SMU
Jesse Branson\bransje01,1966,1968,F,6-7,195,January 7 1942,Elon University
Jarrell Brantley\brantja01,2020,2020,F,6-5,250,June 7 1996,College of Charleston
Jim Brasco\brascji01,1953,1953,G,6-1,170,February 3 1931,NYU
Mike Bratz\bratzmi01,1978,1986,G,6-2,185,October 17 1955,Stanford
Carl Braun\braunca01,1948,1962,G-F,6-5,180,September 25 1927,Colgate
Ignas Brazdeikis\brazdig01,2020,2020,F,6-6,216,January 8 1999,Michigan
Tim Breaux\breauti01,1995,1998,F,6-7,215,September 19 1970,Wyoming
J.R. Bremer\bremejr01,2003,2004,G,6-2,185,September 19 1980,St. Bonaventure
Pete Brennan\brennpe01,1959,1959,F,6-6,205,September 23 1936,UNC
Tom Brennan\brennto01,1955,1955,F,6-3,195,August 6 1930,Villanova
Randy Breuer\breuera01,1984,1994,C,7-3,230,October 11 1960,Minnesota
Corey Brewer\breweco01,2008,2019,F-G,6-9,186,March 5 1986,Florida
Jamison Brewer\breweja01,2002,2005,G,6-4,184,November 19 1980,Auburn
Jim Brewer\breweji01,1974,1982,F-C,6-9,210,December 3 1951,Minnesota
Ron Brewer\brewero01,1979,1986,G,6-4,180,September 16 1955,Arkansas
Ronnie Brewer\brewero02,2007,2014,G-F,6-7,220,March 20 1985,Arkansas
Primož Brezec\brezepr01,2002,2010,C,7-2,252,October 2 1979,
Frankie Brian\brianfr01,1950,1956,G,6-1,180,May 1 1923,LSU
Frank Brickowski\brickfr01,1985,1997,F-C,6-9,240,August 14 1959,Penn State
Junior Bridgeman\bridgju01,1976,1987,F-G,6-5,210,September 17 1953,Louisville
Bill Bridges\bridgbi01,1963,1975,F-C,6-6,228,April 4 1939,Kansas
Mikal Bridges\bridgmi01,2019,2020,G,6-6,210,August 30 1996,Villanova
Miles Bridges\bridgmi02,2019,2020,G-F,6-6,225,March 21 1998,Michigan State
Al Brightman\brighal01,1947,1947,F,6-2,195,September 22 1923,University of Charleston
Aud Brindley\brindau01,1947,1947,F,6-4,175,December 31 1923,Dartmouth College
Isaiah Briscoe\briscis01,2019,2019,G,6-3,215,April 13 1996,Kentucky
John Brisker\briskjo01,1970,1975,F-G,6-5,210,June 15 1947,Toledo
Oshae Brissett\brissos01,2020,2020,F,6-7,210,June 20 1998,Syracuse
Allan Bristow\bristal01,1974,1983,F-G,6-7,210,August 23 1951,Virginia Tech
Tyrone Britt\brittty01,1968,1968,G,6-4,190,April 18 1944,Johnson C. Smith University
Wayman Britt\brittwa01,1978,1978,G,6-2,185,August 31 1952,Michigan
Mike Brittain\brittmi01,1986,1987,C,7-0,235,June 21 1963,South Carolina
Dave Britton\brittda01,1981,1981,G,6-4,180,August 29 1958,Texas A&M
Jon Brockman\brockjo01,2010,2012,F,6-7,255,March 20 1987,Washington
Ryan Broekhoff\broekry01,2019,2020,F,6-6,215,August 23 1990,Valparaiso
Jim Brogan\brogaji01,1982,1983,G,6-4,185,February 24 1958,West Virginia Wesleyan College
Malcolm Brogdon\brogdma01,2017,2020,G,6-5,229,December 11 1992,Virginia
Gary Brokaw\brokaga01,1975,1978,G,6-4,178,January 11 1954,Notre Dame
Price Brookfield\brookpr01,1949,1950,F-G,6-4,185,May 11 1920,West Texas A&M University
Clarence Brookins\brookcl01,1971,1971,F,6-4,190,,Temple
