Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
Dale Ellis\ellisda01,1984,2000,G-F,6-7,205,August 6 1960,Tennessee
Harold Ellis\ellisha01,1994,1998,G,6-5,200,October 7 1970,Morehouse College
Joe Ellis\ellisjo01,1967,1974,F-G,6-6,175,May 3 1944,San Francisco
LaPhonso Ellis\ellisla01,1993,2003,F,6-8,240,May 5 1970,Notre Dame
LeRon Ellis\ellisle02,1992,1996,F-C,6-9,225,April 28 1969,Kentucky Syracuse
Leroy Ellis\ellisle01,1963,1976,C-F,6-10,210,March 10 1940,St. John's
Monta Ellis\ellismo01,2006,2017,G,6-3,185,October 26 1985,
Pervis Ellison\ellispe01,1990,2001,F-C,6-9,210,April 3 1967,Louisville
Len Elmore\elmorle01,1975,1984,C-F,6-9,220,March 28 1952,Maryland
Francisco Elson\elsonfr01,2004,2012,C,7-0,235,February 28 1976,California
Darrell Elston\elstoda01,1975,1977,G,6-4,190,August 15 1952,UNC
Melvin Ely\elyme01,2003,2014,C,6-10,260,May 2 1978,Fresno State
Joel Embiid\embiijo01,2017,2020,C,7-0,250,March 16 1994,Kansas
Wayne Embry\embrywa01,1959,1969,C-F,6-8,240,March 26 1937,Miami University
Andre Emmett\emmetan01,2005,2012,F,6-5,230,August 27 1982,Texas Tech
Ned Endress\endrene01,1947,1947,F-G,6-2,200,March 2 1918,University of Akron
Chris Engler\englech01,1983,1988,C,6-11,245,March 1 1959,Minnesota Wyoming
Wayne Englestad\englewa01,1989,1989,F,6-8,245,December 6 1966,University of California Irvine
A.J. English\engliaj01,1991,1992,G,6-3,175,July 11 1967,Virginia Union University
Alex English\englial01,1977,1991,F,6-7,190,January 5 1954,South Carolina
Claude English\englicl01,1971,1971,F,6-4,185,December 26 1946,Rhode Island
Jo Jo English\englijo01,1993,1995,G,6-4,195,February 4 1970,South Carolina
Kim English\engliki01,2013,2013,G,6-6,200,September 24 1988,Missouri
Scott English\englisc01,1973,1975,F,6-6,205,October 20 1950,Texas-El Paso
Gene Englund\engluge01,1950,1950,F-C,6-5,205,October 21 1917,Wisconsin
James Ennis\ennisja01,2015,2020,F,6-6,210,July 1 1990,Cal State Long Beach
Tyler Ennis\ennisty01,2015,2018,G,6-3,194,August 24 1994,Syracuse
Ray Epps\eppsra01,1979,1979,F,6-6,195,August 20 1956,Norfolk State
Semih Erden\erdense01,2011,2012,C,7-0,240,July 28 1986,
Bo Erias\eriasbo01,1958,1958,F,6-3,220,July 30 1932,Niagara University
Keith Erickson\erickke01,1966,1977,F-G,6-5,195,April 19 1944,UCLA
Julius Erving\ervinju01,1972,1987,F-G,6-7,210,February 22 1950,UMass
Evan Eschmeyer\eschmev01,2000,2003,C,6-11,255,May 30 1975,Northwestern
Jack Eskridge\eskrija01,1949,1949,C-F,6-5,200,January 21 1924,Kansas
Vincenzo Esposito\esposvi01,1996,1996,G,6-3,198,March 1 1969,
Drew Eubanks\eubandr01,2019,2020,F,6-9,245,February 1 1997,Oregon State
Billy Evans\evansbi01,1970,1970,G,6-0,170,March 3 1947,Boston College
Bob Evans\evansbo01,1950,1950,G,6-2,175,May 31 1925,Butler
Brian Evans\evansbr01,1997,1999,F,6-8,220,September 13 1973,Indiana
Earl Evans\evansea01,1980,1980,F,6-8,202,November 11 1955,USC UNLV
Jacob Evans\evansja02,2019,2020,G-F,6-4,210,June 18 1997,Cincinnati
Jawun Evans\evansja01,2018,2019,G,6-0,185,July 26 1996,Oklahoma State
Jeremy Evans\evansje01,2011,2018,F,6-9,200,October 24 1987,Western Kentucky
Maurice Evans\evansma01,2002,2012,G,6-5,220,November 8 1978,Wichita State Texas
Mike Evans\evansmi01,1980,1988,G,6-1,170,April 19 1955,Kansas State
Reggie Evans\evansre01,2003,2015,F,6-8,245,May 18 1980,Iowa
Tyreke Evans\evansty01,2010,2019,G-F,6-6,220,September 19 1989,Memphis
Daniel Ewing\ewingda01,2006,2007,G,6-3,185,March 26 1983,Duke
Patrick Ewing\ewingpa01,1986,2002,C-F,7-0,240,August 5 1962,Georgetown
Patrick Ewing\ewingpa02,2011,2011,F,6-8,235,May 20 1984,Indiana Georgetown
Dante Exum\exumda01,2015,2020,G,6-5,190,July 13 1995,
Christian Eyenga\eyengch01,2011,2012,F,6-5,210,June 22 1989,
Festus Ezeli\ezelife01,2013,2016,C,6-11,255,October 21 1989,Vanderbilt
Johnny Ezersky\ezersjo01,1948,1950,F-G,6-3,175,March 21 1922,Rhode Island
